"REF_DATE","GEO","DGUID","Rank","Gender","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021/2022","Ontario","2021A000235","Other ranks","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476101","7.5.2.2","47.4","","","","1"
"2022/2023","Ontario","2021A000235","Other ranks","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476101","7.5.2.2","46.7","","","","1"
"2023/2024","Ontario","2021A000235","Other ranks","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476101","7.5.2.2","47.1","","","","1"
"2019/2020","Ontario","2021A000235","Other ranks","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476104","7.5.3.2","52.3","","","","1"
"2020/2021","Ontario","2021A000235","Other ranks","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476104","7.5.3.2","53.6","","","","1"
"2021/2022","Ontario","2021A000235","Other ranks","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476104","7.5.3.2","52.6","","","","1"
"2022/2023","Ontario","2021A000235","Other ranks","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476104","7.5.3.2","53.3","","","","1"
"2023/2024","Ontario","2021A000235","Other ranks","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476104","7.5.3.2","52.9","","","","1"
"2019/2020","Manitoba","2021A000246","Total rank","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475711","8.1.1.2","100.0","","","","1"
"2020/2021","Manitoba","2021A000246","Total rank","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475711","8.1.1.2","100.0","","","","1"
"2021/2022","Manitoba","2021A000246","Total rank","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475711","8.1.1.2","100.0","","","","1"
"2022/2023","Manitoba","2021A000246","Total rank","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475711","8.1.1.2","100.0","","","","1"
"2023/2024","Manitoba","2021A000246","Total rank","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475711","8.1.1.2","100.0","","","","1"
"2019/2020","Manitoba","2021A000246","Total rank","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475714","8.1.2.2","58.3","","","","1"
"2020/2021","Manitoba","2021A000246","Total rank","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475714","8.1.2.2","57.0","","","","1"
"2021/2022","Manitoba","2021A000246","Total rank","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475714","8.1.2.2","56.4","","","","1"
"2022/2023","Manitoba","2021A000246","Total rank","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475714","8.1.2.2","56.0","","","","1"
"2023/2024","Manitoba","2021A000246","Total rank","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475714","8.1.2.2","55.6","","","","1"
"2019/2020","Manitoba","2021A000246","Total rank","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475717","8.1.3.2","41.7","","","","1"
"2020/2021","Manitoba","2021A000246","Total rank","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475717","8.1.3.2","43.0","","","","1"
"2021/2022","Manitoba","2021A000246","Total rank","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475717","8.1.3.2","43.6","","","","1"
"2022/2023","Manitoba","2021A000246","Total rank","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475717","8.1.3.2","44.0","","","","1"
"2023/2024","Manitoba","2021A000246","Total rank","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475717","8.1.3.2","44.4","","","","1"
"2019/2020","Manitoba","2021A000246","Full professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475810","8.2.1.2","100.0","","","","1"
"2020/2021","Manitoba","2021A000246","Full professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475810","8.2.1.2","100.0","","","","1"
"2021/2022","Manitoba","2021A000246","Full professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475810","8.2.1.2","100.0","","","","1"
"2022/2023","Manitoba","2021A000246","Full professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475810","8.2.1.2","100.0","","","","1"
"2023/2024","Manitoba","2021A000246","Full professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475810","8.2.1.2","100.0","","","","1"
"2019/2020","Manitoba","2021A000246","Full professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475813","8.2.2.2","70.6","","","","1"
"2020/2021","Manitoba","2021A000246","Full professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475813","8.2.2.2","68.9","","","","1"
"2021/2022","Manitoba","2021A000246","Full professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475813","8.2.2.2","68.9","","","","1"
"2022/2023","Manitoba","2021A000246","Full professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475813","8.2.2.2","66.9","","","","1"
"2023/2024","Manitoba","2021A000246","Full professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475813","8.2.2.2","65.0","","","","1"
"2019/2020","Manitoba","2021A000246","Full professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475816","8.2.3.2","29.4","","","","1"
"2020/2021","Manitoba","2021A000246","Full professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475816","8.2.3.2","31.1","","","","1"
"2021/2022","Manitoba","2021A000246","Full professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475816","8.2.3.2","31.1","","","","1"
"2022/2023","Manitoba","2021A000246","Full professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475816","8.2.3.2","33.1","","","","1"
"2023/2024","Manitoba","2021A000246","Full professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475816","8.2.3.2","35.0","","","","1"
"2019/2020","Manitoba","2021A000246","Associate professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475909","8.3.1.2","100.0","","","","1"
"2020/2021","Manitoba","2021A000246","Associate professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475909","8.3.1.2","100.0","","","","1"
"2021/2022","Manitoba","2021A000246","Associate professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475909","8.3.1.2","100.0","","","","1"
"2022/2023","Manitoba","2021A000246","Associate professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475909","8.3.1.2","100.0","","","","1"
"2023/2024","Manitoba","2021A000246","Associate professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475909","8.3.1.2","100.0","","","","1"
"2019/2020","Manitoba","2021A000246","Associate professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475912","8.3.2.2","57.1","","","","1"
"2020/2021","Manitoba","2021A000246","Associate professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475912","8.3.2.2","56.8","","","","1"
"2021/2022","Manitoba","2021A000246","Associate professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475912","8.3.2.2","54.6","","","","1"
"2022/2023","Manitoba","2021A000246","Associate professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475912","8.3.2.2","56.2","","","","1"
"2023/2024","Manitoba","2021A000246","Associate professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475912","8.3.2.2","55.5","","","","1"
"2019/2020","Manitoba","2021A000246","Associate professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475915","8.3.3.2","42.9","","","","1"
"2020/2021","Manitoba","2021A000246","Associate professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475915","8.3.3.2","43.2","","","","1"
"2021/2022","Manitoba","2021A000246","Associate professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475915","8.3.3.2","45.4","","","","1"
"2022/2023","Manitoba","2021A000246","Associate professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475915","8.3.3.2","43.8","","","","1"
"2023/2024","Manitoba","2021A000246","Associate professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475915","8.3.3.2","44.5","","","","1"
"2019/2020","Manitoba","2021A000246","Assistant professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476008","8.4.1.2","100.0","","","","1"
"2020/2021","Manitoba","2021A000246","Assistant professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476008","8.4.1.2","100.0","","","","1"
"2021/2022","Manitoba","2021A000246","Assistant professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476008","8.4.1.2","100.0","","","","1"
"2022/2023","Manitoba","2021A000246","Assistant professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476008","8.4.1.2","100.0","","","","1"
"2023/2024","Manitoba","2021A000246","Assistant professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476008","8.4.1.2","100.0","","","","1"
"2019/2020","Manitoba","2021A000246","Assistant professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476011","8.4.2.2","47.6","","","","1"
"2020/2021","Manitoba","2021A000246","Assistant professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476011","8.4.2.2","44.2","","","","1"
"2021/2022","Manitoba","2021A000246","Assistant professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476011","8.4.2.2","45.4","","","","1"
"2022/2023","Manitoba","2021A000246","Assistant professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476011","8.4.2.2","44.5","","","","1"
"2023/2024","Manitoba","2021A000246","Assistant professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476011","8.4.2.2","46.3","","","","1"
"2019/2020","Manitoba","2021A000246","Assistant professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476014","8.4.3.2","52.4","","","","1"
"2020/2021","Manitoba","2021A000246","Assistant professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476014","8.4.3.2","55.8","","","","1"
"2021/2022","Manitoba","2021A000246","Assistant professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476014","8.4.3.2","54.6","","","","1"
"2022/2023","Manitoba","2021A000246","Assistant professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476014","8.4.3.2","55.5","","","","1"
"2023/2024","Manitoba","2021A000246","Assistant professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476014","8.4.3.2","53.7","","","","1"
"2019/2020","Manitoba","2021A000246","Other ranks","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476107","8.5.1.2","100.0","","","","1"
"2020/2021","Manitoba","2021A000246","Other ranks","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476107","8.5.1.2","100.0","","","","1"
"2021/2022","Manitoba","2021A000246","Other ranks","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476107","8.5.1.2","100.0","","","","1"
"2022/2023","Manitoba","2021A000246","Other ranks","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476107","8.5.1.2","100.0","","","","1"
"2023/2024","Manitoba","2021A000246","Other ranks","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476107","8.5.1.2","100.0","","","","1"
"2019/2020","Manitoba","2021A000246","Other ranks","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476110","8.5.2.2","37.9","","","","1"
"2020/2021","Manitoba","2021A000246","Other ranks","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476110","8.5.2.2","39.0","","","","1"
"2021/2022","Manitoba","2021A000246","Other ranks","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476110","8.5.2.2","36.9","","","","1"
"2022/2023","Manitoba","2021A000246","Other ranks","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476110","8.5.2.2","36.6","","","","1"
"2023/2024","Manitoba","2021A000246","Other ranks","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476110","8.5.2.2","36.4","","","","1"
"2019/2020","Manitoba","2021A000246","Other ranks","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476113","8.5.3.2","62.1","","","","1"
"2020/2021","Manitoba","2021A000246","Other ranks","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476113","8.5.3.2","61.0","","","","1"
"2021/2022","Manitoba","2021A000246","Other ranks","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476113","8.5.3.2","63.1","","","","1"
"2022/2023","Manitoba","2021A000246","Other ranks","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476113","8.5.3.2","63.4","","","","1"
"2023/2024","Manitoba","2021A000246","Other ranks","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476113","8.5.3.2","63.6","","","","1"
"2019/2020","Saskatchewan","2021A000247","Total rank","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475720","9.1.1.2","100.0","","","","1"
"2020/2021","Saskatchewan","2021A000247","Total rank","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475720","9.1.1.2","100.0","","","","1"
"2021/2022","Saskatchewan","2021A000247","Total rank","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475720","9.1.1.2","100.0","","","","1"
"2022/2023","Saskatchewan","2021A000247","Total rank","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475720","9.1.1.2","100.0","","","","1"
"2023/2024","Saskatchewan","2021A000247","Total rank","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475720","9.1.1.2","100.0","","","","1"
"2019/2020","Saskatchewan","2021A000247","Total rank","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475723","9.1.2.2","57.9","","","","1"
"2020/2021","Saskatchewan","2021A000247","Total rank","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475723","9.1.2.2","57.8","","","","1"
"2021/2022","Saskatchewan","2021A000247","Total rank","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475723","9.1.2.2","57.4","","","","1"
"2022/2023","Saskatchewan","2021A000247","Total rank","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475723","9.1.2.2","56.9","","","","1"
"2023/2024","Saskatchewan","2021A000247","Total rank","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475723","9.1.2.2","55.9","","","","1"
"2019/2020","Saskatchewan","2021A000247","Total rank","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475726","9.1.3.2","42.1","","","","1"
"2020/2021","Saskatchewan","2021A000247","Total rank","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475726","9.1.3.2","42.2","","","","1"
"2021/2022","Saskatchewan","2021A000247","Total rank","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475726","9.1.3.2","42.6","","","","1"
"2022/2023","Saskatchewan","2021A000247","Total rank","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475726","9.1.3.2","43.1","","","","1"
"2023/2024","Saskatchewan","2021A000247","Total rank","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475726","9.1.3.2","44.1","","","","1"
"2019/2020","Saskatchewan","2021A000247","Full professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475819","9.2.1.2","100.0","","","","1"
"2020/2021","Saskatchewan","2021A000247","Full professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475819","9.2.1.2","100.0","","","","1"
"2021/2022","Saskatchewan","2021A000247","Full professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475819","9.2.1.2","100.0","","","","1"
"2022/2023","Saskatchewan","2021A000247","Full professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475819","9.2.1.2","100.0","","","","1"
"2023/2024","Saskatchewan","2021A000247","Full professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475819","9.2.1.2","100.0","","","","1"
"2019/2020","Saskatchewan","2021A000247","Full professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475822","9.2.2.2","70.6","","","","1"
"2020/2021","Saskatchewan","2021A000247","Full professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475822","9.2.2.2","70.5","","","","1"
"2021/2022","Saskatchewan","2021A000247","Full professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475822","9.2.2.2","70.0","","","","1"
"2022/2023","Saskatchewan","2021A000247","Full professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475822","9.2.2.2","68.8","","","","1"
"2023/2024","Saskatchewan","2021A000247","Full professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475822","9.2.2.2","67.2","","","","1"
"2019/2020","Saskatchewan","2021A000247","Full professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475825","9.2.3.2","29.4","","","","1"
"2020/2021","Saskatchewan","2021A000247","Full professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475825","9.2.3.2","29.5","","","","1"
"2021/2022","Saskatchewan","2021A000247","Full professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475825","9.2.3.2","30.0","","","","1"
"2022/2023","Saskatchewan","2021A000247","Full professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475825","9.2.3.2","31.3","","","","1"
"2023/2024","Saskatchewan","2021A000247","Full professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475825","9.2.3.2","32.8","","","","1"
"2019/2020","Saskatchewan","2021A000247","Associate professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475918","9.3.1.2","100.0","","","","1"
"2020/2021","Saskatchewan","2021A000247","Associate professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475918","9.3.1.2","100.0","","","","1"
"2021/2022","Saskatchewan","2021A000247","Associate professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475918","9.3.1.2","100.0","","","","1"
"2022/2023","Saskatchewan","2021A000247","Associate professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475918","9.3.1.2","100.0","","","","1"
"2023/2024","Saskatchewan","2021A000247","Associate professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475918","9.3.1.2","100.0","","","","1"
"2019/2020","Saskatchewan","2021A000247","Associate professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475921","9.3.2.2","54.3","","","","1"
"2020/2021","Saskatchewan","2021A000247","Associate professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475921","9.3.2.2","54.8","","","","1"
"2021/2022","Saskatchewan","2021A000247","Associate professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475921","9.3.2.2","55.9","","","","1"
"2022/2023","Saskatchewan","2021A000247","Associate professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475921","9.3.2.2","56.5","","","","1"
"2023/2024","Saskatchewan","2021A000247","Associate professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475921","9.3.2.2","55.4","","","","1"
"2019/2020","Saskatchewan","2021A000247","Associate professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475924","9.3.3.2","45.7","","","","1"
"2020/2021","Saskatchewan","2021A000247","Associate professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475924","9.3.3.2","45.2","","","","1"
"2021/2022","Saskatchewan","2021A000247","Associate professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475924","9.3.3.2","44.1","","","","1"
"2022/2023","Saskatchewan","2021A000247","Associate professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475924","9.3.3.2","43.5","","","","1"
"2023/2024","Saskatchewan","2021A000247","Associate professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475924","9.3.3.2","44.6","","","","1"
"2019/2020","Saskatchewan","2021A000247","Assistant professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476017","9.4.1.2","100.0","","","","1"
"2020/2021","Saskatchewan","2021A000247","Assistant professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476017","9.4.1.2","100.0","","","","1"
"2021/2022","Saskatchewan","2021A000247","Assistant professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476017","9.4.1.2","100.0","","","","1"
"2022/2023","Saskatchewan","2021A000247","Assistant professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476017","9.4.1.2","100.0","","","","1"
"2023/2024","Saskatchewan","2021A000247","Assistant professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476017","9.4.1.2","100.0","","","","1"
"2019/2020","Saskatchewan","2021A000247","Assistant professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476020","9.4.2.2","50.3","","","","1"
"2020/2021","Saskatchewan","2021A000247","Assistant professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476020","9.4.2.2","49.9","","","","1"
"2021/2022","Saskatchewan","2021A000247","Assistant professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476020","9.4.2.2","48.3","","","","1"
"2022/2023","Saskatchewan","2021A000247","Assistant professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476020","9.4.2.2","47.5","","","","1"
"2023/2024","Saskatchewan","2021A000247","Assistant professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476020","9.4.2.2","47.5","","","","1"
"2019/2020","Saskatchewan","2021A000247","Assistant professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476023","9.4.3.2","49.7","","","","1"
"2020/2021","Saskatchewan","2021A000247","Assistant professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476023","9.4.3.2","50.1","","","","1"
"2021/2022","Saskatchewan","2021A000247","Assistant professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476023","9.4.3.2","51.7","","","","1"
"2022/2023","Saskatchewan","2021A000247","Assistant professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476023","9.4.3.2","52.5","","","","1"
"2023/2024","Saskatchewan","2021A000247","Assistant professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476023","9.4.3.2","52.5","","","","1"
"2019/2020","Saskatchewan","2021A000247","Other ranks","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476116","9.5.1.2","100.0","","","","1"
"2020/2021","Saskatchewan","2021A000247","Other ranks","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476116","9.5.1.2","100.0","","","","1"
"2021/2022","Saskatchewan","2021A000247","Other ranks","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476116","9.5.1.2","100.0","","","","1"
"2022/2023","Saskatchewan","2021A000247","Other ranks","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476116","9.5.1.2","100.0","","","","1"
"2023/2024","Saskatchewan","2021A000247","Other ranks","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476116","9.5.1.2","100.0","","","","1"
"2019/2020","Saskatchewan","2021A000247","Other ranks","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476119","9.5.2.2","42.7","","","","1"
"2020/2021","Saskatchewan","2021A000247","Other ranks","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476119","9.5.2.2","40.9","","","","1"
"2021/2022","Saskatchewan","2021A000247","Other ranks","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476119","9.5.2.2","40.4","","","","1"
"2022/2023","Saskatchewan","2021A000247","Other ranks","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476119","9.5.2.2","39.7","","","","1"
"2023/2024","Saskatchewan","2021A000247","Other ranks","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476119","9.5.2.2","37.9","","","","1"
"2019/2020","Saskatchewan","2021A000247","Other ranks","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476122","9.5.3.2","57.3","","","","1"
"2020/2021","Saskatchewan","2021A000247","Other ranks","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476122","9.5.3.2","59.1","","","","1"
"2021/2022","Saskatchewan","2021A000247","Other ranks","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476122","9.5.3.2","59.6","","","","1"
"2022/2023","Saskatchewan","2021A000247","Other ranks","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476122","9.5.3.2","60.3","","","","1"
"2023/2024","Saskatchewan","2021A000247","Other ranks","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476122","9.5.3.2","62.1","","","","1"
"2019/2020","Alberta","2021A000248","Total rank","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475729","10.1.1.2","100.0","","","","1"
"2020/2021","Alberta","2021A000248","Total rank","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475729","10.1.1.2","100.0","","","","1"
"2021/2022","Alberta","2021A000248","Total rank","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475729","10.1.1.2","100.0","","","","1"
"2022/2023","Alberta","2021A000248","Total rank","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475729","10.1.1.2","100.0","","","","1"
"2023/2024","Alberta","2021A000248","Total rank","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475729","10.1.1.2","100.0","","","","1"
"2019/2020","Alberta","2021A000248","Total rank","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475732","10.1.2.2","58.2","","","","1"
"2020/2021","Alberta","2021A000248","Total rank","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475732","10.1.2.2","58.1","","","","1"
"2021/2022","Alberta","2021A000248","Total rank","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475732","10.1.2.2","57.8","","","","1"
"2022/2023","Alberta","2021A000248","Total rank","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475732","10.1.2.2","57.0","","","","1"
"2023/2024","Alberta","2021A000248","Total rank","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475732","10.1.2.2","56.3","","","","1"
"2019/2020","Alberta","2021A000248","Total rank","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475735","10.1.3.2","41.8","","","","1"
"2020/2021","Alberta","2021A000248","Total rank","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475735","10.1.3.2","41.9","","","","1"
"2021/2022","Alberta","2021A000248","Total rank","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475735","10.1.3.2","42.2","","","","1"
"2022/2023","Alberta","2021A000248","Total rank","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475735","10.1.3.2","43.0","","","","1"
"2023/2024","Alberta","2021A000248","Total rank","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475735","10.1.3.2","43.7","","","","1"
"2019/2020","Alberta","2021A000248","Full professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475828","10.2.1.2","100.0","","","","1"
